0.14	30.60	172.52	5637.28	0.02	0.01	0.02	0.23	0.25	0.27	-0.08	0.06	0.06
0.09	8.30	22.43	2701.86	0.01	0.02	0.02	0.20	0.16	0.19	-0.14	0.07	0.04
0.21	5.31	82.48	15521.91	0.02	0.01	0.02	0.41	0.25	0.27	-0.15	0.15	0.06
0.07	5.90	19.40	3290.70	0.01	0.01	0.02	0.17	0.20	0.32	-0.10	0.03	0.01
0.25	1275.92	7356.73	5765.82	0.02	0.02	0.01	0.22	0.31	0.35	0.01	0.06	0.05
0.15	186.19	885.87	4757.87	0.03	0.02	0.02	0.19	0.18	0.15	0.01	0.02	0.02
0.17	20.96	211.05	10067.25	0.01	0.01	0.01	0.27	0.27	0.33	0.01	0.05	0.05
0.13	28.18	67.61	2399.77	0.02	0.01	0.01	0.18	0.25	0.38	0.01	0.02	0.02
0.07	78.47	1358.80	17316.08	0.03	0.02	0.01	0.30	0.42	0.38	-0.04	0.03	-0.01
0.17	158.22	537.29	3395.91	0.02	0.01	0.01	0.18	0.25	0.29	0.00	0.04	0.05
0.27	51.42	262.62	5107.41	0.00	0.01	0.01	0.12	0.13	0.20	0.00	0.10	0.04
0.14	86.80	997.34	11490.07	0.02	0.02	0.03	0.24	0.21	0.16	0.00	0.03	0.01
0.08	39.11	552.99	14137.94	0.03	0.02	0.02	0.28	0.32	0.46	-0.03	0.02	0.00
0.11	33.18	259.45	7819.59	0.02	0.01	0.01	0.26	0.29	0.34	-0.01	0.04	0.02
0.10	11.00	124.87	11354.46	0.02	0.01	0.01	0.26	0.24	0.23	0.00	0.04	0.00
0.05	30.77	1614.39	52465.67	0.04	0.03	0.02	0.21	0.22	0.29	-0.06	0.01	0.01
0.09	9.30	612.83	65882.96	0.06	0.10	0.03	0.26	0.23	0.23	-0.05	-0.04	0.00
0.20	2.24	307.02	137340.66	0.05	0.10	0.07	0.26	0.23	0.23	-0.07	0.08	-0.02
0.07	4.00	283.62	70930.83	0.03	0.04	0.03	0.19	0.16	0.19	-0.04	0.04	-0.03
0.12	1.27	61.71	48661.36	0.03	0.06	0.03	0.21	0.24	0.26	-0.02	0.00	0.00
0.16	3.72	160.70	43236.92	0.03	0.02	0.05	0.19	0.25	0.30	0.03	0.00	-0.01
0.05	127.12	4766.02	37492.40	0.00	0.00	0.00	0.31	0.25	0.23	0.00	0.00	0.01
0.14	2.93	34.95	11947.93	0.01	0.01	0.02	0.43	0.34	0.42	-0.08	0.05	0.06
0.25	50.42	1786.82	35435.86	0.01	0.01	0.01	0.35	0.32	0.30	0.06	0.03	0.02
0.78	1367.82	18228.36	13326.58	0.01	0.01	0.01	0.37	0.40	0.46	0.06	0.11	0.06
0.14	7.27	401.65	55274.50	0.01	0.01	0.01	0.29	0.23	0.23	0.02	0.04	0.02
0.20	23.43	1081.48	46150.59	0.01	0.00	0.00	0.27	0.24	0.22	0.05	0.04	0.02
0.28	90.73	513.25	5657.02	0.02	0.01	0.01	0.17	0.34	0.28	0.04	0.04	0.05
0.25	15.31	50.26	3282.02	0.03	0.02	0.02	0.11	0.20	0.22	0.02	0.06	0.04
0.17	68.66	1068.42	15561.82	0.02	0.01	0.00	0.33	0.25	0.25	0.03	0.03	0.02
0.21	30.71	770.45	25089.18	0.03	0.02	0.02	0.37	0.24	0.25	0.01	0.03	0.03
0.18	252.17	2688.81	10662.92	0.02	0.01	0.01	0.36	0.27	0.34	0.01	0.04	0.04
0.10	100.15	694.93	6938.98	0.03	0.02	0.02	0.27	0.20	0.21	-0.03	0.04	0.05
0.25	5.47	458.35	83798.43	0.03	0.02	0.01	0.38	0.26	0.28	0.02	0.05	0.03
0.08	23.61	1101.56	46648.16	0.01	0.01	0.02	0.26	0.27	0.26	0.00	0.02	0.01
0.07	4.56	161.31	35416.73	0.01	0.01	0.01	0.23	0.23	0.22	-0.01	0.02	0.01
0.06	202.78	3291.54	16232.33	0.02	0.01	0.01	0.19	0.18	0.19	-0.02	0.03	0.00
0.05	42.67	854.47	20025.40	0.01	0.01	0.01	0.16	0.16	0.18	-0.03	0.04	0.00
0.12	17.82	410.29	23025.21	0.02	0.01	0.01	0.24	0.22	0.24	0.01	0.04	0.01
0.09	47.66	640.12	13430.45	0.02	0.01	0.01	0.22	0.19	0.24	-0.01	0.03	0.02
0.03	30.21	542.20	17949.87	0.02	0.02	0.01	0.20	0.24	0.25	-0.04	0.02	-0.02
0.08	30.81	373.52	12123.66	0.02	0.02	0.01	0.21	0.19	0.24	-0.04	0.06	0.03
0.09	6.66	58.68	8814.72	0.03	0.02	0.02	0.23	0.16	0.17	-0.02	0.01	0.04
0.06	3.40	71.42	20980.52	0.01	0.00	0.00	0.16	0.17	0.20	0.00	0.01	0.03
0.08	16.03	181.74	11339.30	0.02	0.02	0.02	0.18	0.22	0.27	-0.02	0.02	0.00
0.13	9.88	138.69	14032.67	0.02	0.01	0.01	0.20	0.26	0.24	0.00	0.03	0.04
0.08	10.56	70.37	6662.72	0.02	0.02	0.02	0.16	0.15	0.19	-0.02	0.02	0.03
0.06	54.06	709.21	13119.24	0.02	0.01	0.02	0.22	0.19	0.20	-0.03	0.03	0.00
0.10	43.00	133.20	3097.70	0.03	0.03	0.03	0.22	0.18	0.20	-0.02	0.01	0.03
0.15	46.74	128.33	2745.26	0.03	0.03	0.02	0.27	0.21	0.29	-0.02	0.05	0.04
0.13	173.94	1054.31	6061.42	0.03	0.03	0.03	0.13	0.17	0.15	-0.03	0.05	0.02
0.19	88.35	145.41	1645.87	0.03	0.03	0.02	0.15	0.22	0.35	-0.03	0.07	0.07
0.09	37.29	159.30	4271.94	0.03	0.03	0.01	0.10	0.19	0.16	0.00	0.02	-0.02
0.13	25.79	177.52	6883.72	0.03	0.03	0.03	0.43	0.33	0.28	-0.07	0.14	0.00
0.10	4.27	28.40	6643.37	0.03	0.03	0.02	0.28	0.25	0.35	-0.02	0.02	0.00
0.04	79.30	58.01	731.51	0.03	0.03	0.03	0.34	0.10	0.15	-0.09	0.01	0.07
0.08	22.54	68.02	3017.32	0.03	0.03	0.02	0.12	0.21	0.28	-0.02	0.00	0.01
